ID,NAME
35816,66TH LIGHT INFANTRY DIVISION
35838,ASIA GREEN DEVELOPMENT BANK LTD
35845,STATE DUMA OF THE FEDERAL ASSEMBLY OF THE RUSSIAN FEDERATION
35854,JOINT STOCK COMPANY KRONSHTADT
35855,AKTSIONERNOE OBSHCHESTVO GOSUDARSTVENNOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE REGION
35856,JOINT STOCK COMPANY 711 AIRCRAFT REPAIR PLANT
35857,JOINT STOCK COMPANY URAL DESIGN BUREAU DETAL
35858,JOINT STOCK COMPANY CENTRAL DESIGN BUREAU OF AUTOMATICS
35859,PUBLIC JOINT STOCK COMPANY ARZAMASSKOE NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TEMP-AVIA
35860,INTERNATIONAL HELICOPTERS PROGRAMS LIMITED LIABILITY COMPANY
35861,JOINT STOCK COMPANY HELICOPTER SERVICE COMPANY
35862,JOINT STOCK COMPANY ULAN-UDE AVIATION PLANT
35863,JOINT STOCK COMPANY KUMERTAU AVIATION PRODUCTION ENTERPRISE
35864,JOINT STOCK COMPANY CONCERN GRANIT-ELECTRON
35865,AKTSIONERNOE OBSHCHESTVO PETROVSKII ELEKTROMEKHANICHESKII ZAVOD MOLOT
35866,LIMITED LIABILITY COMPANY CENTER OF PURCHASES AND LOGISTICS OF THE HELICOPTER INDUSTRY
35867,JOINT STOCK COMPANY AZOVSKI OPTIKO MECHANICHESKY ZAVOD
35869,JOINT STOCK COMPANY SEVERNIY PRESS
35870,JOINT STOCK COMPANY MACHINE BUILDING DESIGN BUREAU
35871,AKTSIONERNOE OBSHCHESTVO SARATOVSKI RADIOPRIBORNYI ZAVOD
35872,JOINT STOCK COMPANY STATE MACHINE BUILDING DESIGN BUREAU VYMPEL BY NAME I.I. TOROPOV
35874,TRV AUTO LIMITED LIABILITY COMPANY
35876,RADUGA STATE MACHINE BUILDING DESIGN BUREAU JOINT STOCK COMPANY
35877,JOINT STOCK COMPANY KAZAN HELICOPTERS
35878,AKTSIONERNOE OBSHCHESTVO RAVENSTVO-SERVICE
35879,JOINT STOCK COMPANY SMOLENSK AIRCRAFT PLANT
35880,STATE SCIENTIFIC RESEARCH INSTITUTE OF MECHANICAL ENGINEERING IMENI V.V. BAKHIREVA
35881,JSC MBDB ISKRA
35882,AKTSIONERNOE OBSHCHESTVO TURAEVSKOE MASHINOSTROITELNOE KONSTRUKTORSKOE BYURO SOYUZ
35883,JSC RAWENSTVO
47968,JOINT STOCK COMPANY START
35885,JOINT STOCK COMPANY RYAZANSKOE KONSTRUKTORSKOE BJURO GLOBUS
35886,JOINT STOCK COMPANY CONCERN SEA UNDERWATER WEAPON GIDROPRIBOR
35887,JOINT STOCK COMPANY ZAVOD KULAKOVA
35888,JOINT STOCK COMPANY PROGRESS ARSENYEV AVIATION COMPANY
35889,JOINT STOCK COMPANY DAGDIZEL PLANT
35890,JOINT STOCK COMPANY REDUCTOR - PM
35891,JOINT STOCK COMPANY NATIONAL HELICOPTER CENTER MIL AND KAMOV
46525,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STIRER
35893,ROSTOV HELICOPTER PRODUCTION COMPLEX
35894,JOINT STOCK COMPANY STUPINO ENGINEERING PRODUCTIVE ENTERPRISE
35895,JOINT STOCK COMPANY RESEARCH AND DESIGN INSTITUTE SEA THERMAL ENGINEERING
35896,AKTSIONERNOE OBSHCHESTVO VERKHNEUFALEISKII ZAVOD URALELEMENT
35897,AKTSIONERNOE OBSHCHESTVO ELEKTROTYAGA
35898,TUPOLEV PUBLIC JOINT STOCK COMPANY
35899,LIMITED LIABILITY COMPANY KAPO-AVTOTRANS
35900,LIMITED LIABILITY COMPANY KAPO-ZHILBILTSERVIS
35901,PUBLIC JOINT STOCK COMPANY YAKOVLEV
35902,ENERGOTSENTR IRKUT
35903,IRKUT-AVTOTRANS
35904,IRKUT-REMSTROI
35905,IRKUT-STANKO SERVICE
35916,RAPART SERVISEZ
35917,SPORTIVNO-OZDOROVITELNYI TSENTR IRKUT-ZENIT
35918,THE LIMITED LIABILITY COMPANY NETWORKING COMPANY IRKUT
35919,TIPOGRAFIYA IRKUT
46009,JOINT STOCK COMPANY KREDO
35937,"MOLECULAR ELECTRONICS RESEARCH INSTITUTE, JOINT STOCK COMPANY"
35940,QUANTLOG OY
35996,OPEN JOINT STOCK COMPANY ILYUSHIN AVIATION COMPLEX
35997,JOINT STOCK COMPANY ILYUSHIN FINANCE COMPANY
35998,P.B. SADR CO.
36004,SINA COMPOSITE DELIJAN COMPANY
36005,SAYEHBAN SEPEHR DELIJAN
36006,JESTAR SANAT DELIJAN
36008,BASLAM NAKLIYAT VE DIS TICARET LTD STI
36009,BASLAM PETROL SANAYI VE TICARET ANONIM SIRKETI
36010,SAMED PETROL VE ENERJI DIS TICARET LIMITED SIRKETI
36011,ASB GROUP OF COMPANIES LIMITED
36079,ASL ENERJI SANAYI VE TICARET ANONIM SIRKETI
36013,SOM PETROL TICARET ANONIM SIRKETI
36016,SOM OVERSEAS PETROLEUM ENERJI SANAYI VE TICARET ANONIM SIRKETI
36017,TURANG TRANSIT TASIMACILIK ANONIM SIRKETI
36018,CTAT GIDA VE SAGLIK URUNLERI SANAYI VE TICARET ANONIM SIRKETI
36019,CHINA HAOKUN ENERGY LIMITED
36020,HAOKUN ENERGY GROUP COMPANY LIMITED
36021,"FUJIE PETROCHEMICAL ZHOUSHAN CO., LTD."
36023,"SHANDONG SEA RIGHT PETROCHEMICAL CO., LTD."
36024,PETRO CHINA PARS CO.
36025,GARANTEX EUROPE OU
36029,JSC 33 SHIPYARD
36032,JOINT STOCK COMPANY ADMIRALTY SHIPYARDS
36033,PUBLIC JOINT STOCK COMPANY KRASNOYE SORMOVO SHIPYARD
36036,"TURKOCA IMPORT EXPORT TRANSIT CO., LTD."
36037,BALTIC SHIPYARD JSC
36038,JOINT STOCK COMPANY CENTRAL DESIGN BUREAU FOR MARINE ENGINEERING RUBIN
36040,JOINT STOCK COMPANY RESEARCH DESIGN AND TECHNOLOGICAL BUREAU ONEGA
36041,PUBLIC JOINT STOCK COMPANY VYBORG SHIPYARD
36044,UNITED SHIPBUILDING CORPORATION JSC AYSBERG CENTRAL DESIGN BUILDING
36046,JOINT STOCK COMPANY THE ST. PETERSBURG'S SEA BUREAU OF MECHANICAL ENGINEERING MALACHITE
36047,LIMITED LIABILITY COMPANY KASPIYSKAYA ENERGIYA ADMINISTRATION OFFICE
36048,PUBLIC JOINT STOCK COMPANY SHIPBUILDING PLANT SEVERNAYA VERF
36049,JOINT STOCK COMPANY NORTHERN PRODUCTION ASSOCIATION ARKTIKA
36050,ANKA ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI
36052,JOINT STOCK COMPANY SREDNE-NEVSKY SHIPYARD
36053,JOINT STOCK COMPANY 10 ORDENA TRUDOVOGO KRASNOGO ZNAMENI DOCKYARD
36055,SEVERNOE DESIGN BUREAU JOINT STOCK COMPANY
36056,JOINT STOCK COMPANY PRODUCTION ASSOCIATION NORTHERN MACHINE-BUILDING ENTERPRISE
36057,JOINT PUBLIC STOCK COMPANY NEVSKOE DESIGN BUREAU
36059,JOINT STOCK COMPANY SVETLOVSKY ENTERPRISE ERA
36060,ALMAZ CENTRAL MARINE DESIGN BUREAU JOINT STOCK COMPANY
36062,JOINT STOCK COMPANY BALTIC SHIPBUILDING PLANT YANTAR
36063,PUBLIC JOINT STOCK COMPANY AMURSKY SHIPBUILDING PLANT
36064,GENT ELEKTRIK ENERJISI TOPTAN SATIS ANONIM SIRKETI
36065,JOINT STOCK COMPANY SHIPREPAIRING CENTER ZVYOZDOCHKA
36067,PUBLIC JOINT STOCK COMPANY PROLETARSKY ZAVOD
36068,GENT PETROL VE DIS TICARET LIMITED SIRKETI
36069,JOINT STOCK COMPANY KHABAROVSK SHIPBUILDING YARD
36070,ELVEGARD SHIPPING LTD
36071,MS ULUSLARARASI ENERJI YATIRIM ANONIM SIRKETI
36074,AKTAU PETROL TICARET ANONIM SIRKETI
36076,PERLITE INSAAT SANAYI VE TICARET ANONIM SIRKETI
36077,ANATOLIAN ULUSLARARASI ENERJI YATIRIM ANONIM SIRKETI
36078,SOMAS ENERJI SANAYI VE TICARET ANONIM SIRKETI
36080,CGN TRADE FZE
36081,ASKA ENERJI TOPTAN SATIS SANAYI VE TICARET ANONIM SIRKETI
36082,BYLAN ULUSLARARASI TICARET VE GAYRIMENKUL SANAYI ANONIM SIRKETI
36083,CONCEPTO SCREEN SAL OFF-SHORE
36096,JOINT STOCK COMPANY SHIPBUILDING PLANT LOTOS
36097,FEDERAL STATE UNITARY ENTERPRISE KRONSHTADTSKYY MORSKOY FACTORY MINOBORONY ROSSII
36098,JOINT STOCK COMPANY SUDOEXPORT
36099,JOINT STOCK COMPANY DESIGN OFFICE FOR SHIPBUILDING VYMPEL
36137,ANTI-GLOBALIZATION MOVEMENT OF RUSSIA
36138,"IONOV TRANSKONTINENTAL, OOO"
36139,STOP-IMPERIALISM GLOBAL INFORMATION AGENCY
36216,HYDRA MARKET
36217,INTELLEKT LLC
36256,AGENT DE ASIGURARE LIDER ASIG SOCIETATE CU RASPUNDERE LIMITATA
36257,ORGANIZATIA DE CREDITARE NEBANCARA LIDER LEASING SRL
36258,OKAF TRADING SOCIETATEA CU RASPUNDERE LIMITATA
36259,SOCIETATEA CU RASPUNDERE LIMITATA PROJECT INVEST COMPANY
36277,MGI PTE LTD
36296,UNCHON TRADING CORPORATION
36297,SUNGNISAN TRADING CORPORATION
36298,HAPJANGGANG TRADING CORPORATION
36316,TESHILOVO OOO
36317,SPETSINVESTSERVIS OOO
36318,TSARGRAD OOO
36319,ANALITICHESKI TSENTR KATEKHON OOO
36320,IMENIE TSARGRAD OOO
36321,TSARGRAD-MEDIA OOO
36322,KURORT LIVADIYA OOO
36323,TSARGRAD PARK OOO
36324,KURORT TSARGRAD SPAS-TESHILOVO OOO
36325,ZARECHE-OKA OOO
36326,PROIZVODSTVENNO-STROITELNAYA KOMPANIYA SNM
36327,IMPERIYA 19-31 OOO
36328,EKOFERMA ZARECHE OOO
36329,TSARGRAD-KULTURA OOO
36330,KONTUR OOO
36331,TUREYA OOO
36358,I.C.I.C. KFT.
36359,JOINT STOCK COMPANY MARSHAL.GLOBAL
36360,AUTONOMOUS NONCOMMERCIAL ORGANIZATION FOR THE STUDY AND DEVELOPMENT OF INTERNATIONAL COOPERATION IN THE ECONOMIC SPHERE INTERNATIONAL AGENCY OF SOVEREIGN DEVELOPMENT
36364,ALL-RUSSIAN PUBLIC ORGANIZATION SOCIETY FOR THE PROMOTION OF RUSSIAN HISTORICAL DEVELOPMENT TSARGRAD
36365,LIMITED LIABILITY COMPANY VLADEKS KHOLDING
50367,LIMITED LIABILITY COMPANY TVK
36367,LIMITED LIABILITY COMPANY RUSSIAN DIGITAL SOLUTIONS
36376,ADVANCED RESEARCH FOUNDATION
36409,SOVREMENNYE TEKHNOLOGII LIMITED LIABILITY COMPANY
48654,K TECHNOLOGIES JOINT STOCK COMPANY
36411,JOINT STOCK COMPANY LOYALTY PROGRAMS CENTER
36416,JOINT STOCK COMPANY BUSINESS ENVIRONMENT
36418,LIMITED LIABILITY COMPANY SBERBANK SERVICE
36419,LIMITED LIABILITY COMPANY KORUS CONSULTING CIS
48988,RAFORT LIMITED LIABILITY COMPANY
36422,LIMITED LIABILITY COMPANY SBERBANK REAL ESTATE CENTER
52215,LIMITED LIABILITY COMPANY ITA TECHNOLOGY
36424,SBER LEGAL LIMITED LIABILITY COMPANY
49506,LIMITED LIABILITY COMPANY BVK
36426,JOINT STOCK COMPANY STRATEGY PARTNERS GROUP
36427,SBER VOSTOK LIMITED LIABILITY PARTNERSHIP
36428,BANKRUPTCY TECHNOLOGY CENTER LIMITED LIABILITY COMPANY
36429,JOINT STOCK COMPANY UNITED CREDIT BUREAU
36431,PUBLIC JOINT STOCK COMPANY UNITED AIRCRAFT CORPORATION
36432,PUBLIC JOINT STOCK COMPANY TAGANROG AVIATION SCIENTIFIC-TECHNICAL COMPLEX N.A. G.M. BERIEV
36433,JOINT STOCK COMPANY FLIGHT RESEARCH INSTITUTE N.A. M.M. GROMOV
36456,BITRIVER AG
36457,OOO MANAGEMENT COMPANY BITRIVER
36458,OOO BITRIVER RUS
49317,LIMITED LIABILITY COMPANY FARAD
36465,OOO EVEREST GRUP
36466,OOO SIBIRSKIE MINERALY
36467,OOO TUVAASBEST
36468,OOO TORGOVY DOM ASBEST
36469,OOO BITRIVER-B
36471,OOO BITRIVER-NORTH
36472,OOO BITRIVER-TURMA
36496,PUBLIC JOINT STOCK COMPANY ROSBANK
36517,AKTSIONERNOE OBSHCHESTVO NATSIONALNAYA INZHINIRINGOVAYA KORPORATSIYA
36537,OOO AQUA SOLID
36576,OOO EKOGRUPP
36596,OOO INZHINIRING.RF
36616,OOO INNOVATSII SVETA
36636,OOO KHARTIYA
36637,OOO BM PROEKT-EKOLOGIYA
36656,OOO MEZHMUNITSIPALNOE ATP
36658,OOO AGRO-REGION
36659,OOO REGION-COMFORT
36676,OOO KOMPANIYA ZOLOTOI VEK
36736,SC SOUTH LLC
36999,LIMITED LIABILITY COMPANY PROMTEKHNOLOGIYA
37000,JOINT STOCK COMPANY MOSCOW INDUSTRIAL BANK
37016,KONTRAKT OOO
37017,EKSPLUATIRUYUSHCHAYA KOMPANIYA TSENTR OOO
37018,AGROPROMYSHLENNY KOMPLEKS VORONEZHSKI OOO
37019,ANNINSKII ELEVATOR OOO
37020,AUDITKONSALT OOO
37021,DVE STOLITSY OOO
37022,BELINVESTSTROI OOO
37023,LADOGA OOO
37024,NEKOMMERCHESKAYA ORGANIZATSIYA FOND KHIMICHESKOE RAZORUZHENIE I KONVERSIYA
37025,AZOVSKAYA ZERNOVAYA KOMPANIYA OOO
37030,JOINT STOCK COMPANY NORTHERN SHIPPING COMPANY
37049,MG-FLOT LIMITED LIABILITY COMPANY
37062,NORD PROJECT LLC TRANSPORT COMPANY
37065,M LEASING LLC
37066,MARINE TRANS SHIPPING LLC
37070,BLENDER.IO
37084,VYMPEL-ASSISTANCE LLC
37087,SOLAR-INVEST LLC
37176,CENTRAL ELECTION COMMISSION OF THE RUSSIAN FEDERATION
37185,JOINT STOCK COMPANY NTV BROADCASTING COMPANY
37196,TELEVISION STATION RUSSIA-1
37197,JOINT STOCK COMPANY CHANNEL ONE RUSSIA
37218,IMPERIAL YACHTS SARL
37219,OOO NORD MARINE
37220,OOO YAKHT-TREID
37221,OOO BILDING MENEDZHMENT
37222,OOO NORD MARIN INZHINIRING
37268,"COMERCIALIZADORA VILLBA STONE, S.A DE C.V."
37269,"CONCEPTOS GASTRONOMICOS DE SONORA, S. DE R.L. DE C.V."
37270,"EXPORTADORA DEL CAMPO RAMOS ACOSTA, S. DE R.L. DE C.V."
37271,"MORGAN GOLDEN MINING, S.A. DE C.V."
37420,UNITED GENERAL HOLDING SAL
37421,UNITED GENERAL OFFSHORE SAL
37422,UNITED GENERAL SERVICES SARL
37423,UNITED GENERAL CONTRACTING COMPANY SARL
37424,AL MOUKHTAR PRODUCTS CO. SARL
37425,FOCUS COMPANY SARL
37426,FOCUS MEDIA COMPANY SAL OFFSHORE
37427,UNITED INTERNATIONAL EXHIBITION COMPANY SARL
37441,RPP LIMITED LIABILITY COMPANY
37442,SCF MANAGEMENT SERVICES CYPRUS LTD
37446,IRONSTONE MARINE INVESTMENTS
37447,JSC ARGUMENT
37448,BUMERZ DENIZCILIK VE TICARET ANONIM SIRKETI
37449,O'NEILL ASSETS CORPORATION
37450,RAIN TRADE GIDA IC VE DIS TICARET LIMITED SIRKETI
37452,OGC-VICTORIA HOLDING LTD
37453,ZAMANOIL DMCC
37478,NON-PROFIT PARTNERSHIP REVIVAL OF MARITIME TRADITIONS
37481,LIMITED LIABILITY CORPORATION GELIOS
37483,ANDA COMPANY
37484,SIDAR COMPANY
37485,TREND GYO
37486,AL ROWAD REAL ESTATE DEVELOPMENT
37487,AGROGATE HOLDING
37488,ITQAN REAL ESTATE JSC
37671,LIMITED LIABILITY COMPANY RSB-GROUP
45632,PUBLIC JOINT STOCK COMPANY SASTA
37504,LIMITED LIABILITY COMPANY ALGORITM
37505,NORD GOLD PLC
37517,FAR EASTERN BANK
37518,AIR KORYO TRADING CORPORATION
37519,RAMENSKOYE DESIGN COMPANY JOINT STOCK COMPANY
37520,JSC ALL RUSSIAN RESEARCH INSTITUTE OF RADIO ENGINEERING
37521,LIMITED LIABILITY COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE RADIOVOLNA
37522,MOSCOW INSTITUTE OF ELECTROMECHANICS AND AUTOMATICS JSC
37523,JOINT STOCK COMPANY MACHINE-BUILDING ENGINEERING OFFICE FAKEL NAMED AFTER AKADEMIKA P. D. GRUSHINA
37524,JOINT STOCK COMPANY RADIOZAVOD
37525,JSC SCIENTIFIC AND PRODUCTION ASSOCIATION OF ELECTRO MECHANIC
37526,JOINT STOCK COMPANY ARZAMASSKY PRIBOROSTROITELNY ZAVOD IMENI PLANDINA
37527,JOINT STOCK COMPANY NORTH WESTERN REGIONAL CENTER OF ALMAZ ANTEY CONCERN OBUKHOVSKY PLANT
37578,EMPRESA NICARAGUENSE DE MINAS
37619,JOINT STOCK COMPANY VAKUUM.RU
37620,BY TRADE OU
37638,NON-BANK CREDIT INSTITUTION JOINT STOCK COMPANY NATIONAL SETTLEMENT DEPOSITORY
37659,INTERREGIONAL SOCIAL ORGANIZATION UNION OF DONBAS VOLUNTEERS
37660,JOINT STOCK COMPANY RYAZAN STATE INSTRUMENT MAKING ENTERPRISE
37661,JOINT STOCK COMPANY PRODUCTION ASSOCIATION STRELA
37662,JOINT STOCK COMPANY CORPORATION MOSCOW INSTITUTE OF HEAT TECHNOLOGY
37663,JOINT STOCK COMPANY RAMENSKY INSTRUMENT ENGINEERING PLANT
37664,KRYLOV STATE SCIENTIFIC CENTER FEDERAL STATE UNITARY ENTERPRISE
37665,FEDERAL SERVICE FOR MILITARY-TECHNICAL COOPERATION
37666,JOINT STOCK COMPANY SHIPBUILDING CORPORATION AK BARS
37667,JOINT STOCK COMPANY RESEARCH AND PRODUCTION ENTERPRISE RADAR MMS
37668,JOINT STOCK COMPANY RESEARCH INSTITUTE POLYUS OF M.F. STELMAKH
37669,JOINT STOCK COMPANY OBNINSK RESEARCH AND PRODUCTION ENTERPRISE TECHNOLOGIYA NAMED AFTER A. G. ROMASHIN
37670,JOINT STOCK COMPANY PERMSKIY ZAVOD MASHINOSTROITEL
37673,LIMITED LIABILITY COMPANY PRIVATE SECURITY ORGANIZATION RSB-GROUP
37674,ZR ENERGY DMCC
37675,ZR GROUP SAL HOLDING
37677,ZR LOGISTICS SAL
37681,JOINT STOCK COMPANY INFORMATION SECURITY REFORM
37682,KALUGA RESEARCH INSTITUTE OF RADIO ENGINEERING JSC
37683,AVIAAVTOMATIKA NAMED AFTER V. TARASOV JSC
37684,JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE ALMAZ
37685,JOINT STOCK COMPANY CENTER OF RESEARCH AND TECHNOLOGY SERVICES DINAMIKA
37686,STATE RESEARCH INSTITUTE OF AVIATION SYSTEMS STATE RESEARCH CENTER OF THE RUSSIAN FEDERATION
37688,KIZLYAR ELECTROMECHANICAL PLANT JSC
37689,JOINT STOCK COMPANY PRODUCTION ASSOCIATION URAL OPTICAL AND MECHANICAL PLANT NAMED AFTER E.S. YALAMOV
37690,CLOSED JOINT-STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE TOPAZ
37696,JOINT STOCK COMPANY SPECIAL DESIGN BUREAU TURBINA
37697,PUBLIC JOINT STOCK COMPANY RESEARCH & PRODUCTION CORPORATION ISTOK NAMED AFTER AI SHOKIN
37698,JOINT STOCK COMPANY STATE SCIENTIFIC RESEARCH INSTITUTE KRISTALL
37699,OPEN JOINT STOCK COMPANY MOSCOW MACHINERY BUILDING PLANT AVANGARD
37700,MARIYSKIY MACHINE-BUILDING PLANT OPEN JOINT STOCK COMPANY
37716,OPEN JOINT STOCK COMPANY START SCIENTIFIC AND PRODUCTION ENTERPRISE NAMED AFTER A. YASKIN
37717,OPEN JOINT STOCK COMPANY KHABAROVSK RADIO ENGINEERING PLANT
37718,JOINT STOCK COMPANY VYATSKOYE MASHINOSTROITELNOYE PREDPRIYATIYE AVITEK
37719,JOINT STOCK COMPANY ALL-RUSSIAN RESEARCH INSTITUTE SIGNAL
37721,JOINT STOCK COMPANY RADIOPRIBOR
37722,PUBLIC JOINT STOCK COMPANY VYMPEL INTERSTATE CORPORATION
37739,STATE FLIGHT TESTING CENTER NAMED AFTER V.P. CHKALOV
37756,KAMAZ PUBLICLY TRADED COMPANY
37757,LEASING COMPANY KAMAZ INCORPORATED
37758,NEFAZ PUBLICLY TRADED COMPANY
37759,PUBLIC JOINT STOCK COMPANY TUTAEV MOTOR PLANT
37760,AKTSIONERNOE OBSHCHESTVO TORGOVO-FINANSOVAYA KOMPANIYA KAMAZ
37761,NON-STATE PENSION FUND FIRST INDUSTRIAL ALLIANCE
37763,BEGISHEVO AIRPORT JOINT STOCK COMPANY
37764,CHELNYVODOKANAL OOO
37765,MIKAM HOLDINGS LIMITED
37766,JOINT STOCK COMPANY KRASNODARSKIY AVTOCENTR KAMAZ
37768,ZALOG OOO
37770,LIMITED LIABILITY COMPANY ALFA-INVEST
37771,JOINT STOCK COMPANY CONCERN AVTOMATIKA
47759,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE EKRAN
37773,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE OF ELECTRICAL CARBON PRODUCTS
37774,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE PLATAN WITH PLANT
37775,JOINT STOCK COMPANY SPECIAL RELAY SYSTEM DESIGN AND ENGINEERING BUREAU
37776,JOINT STOCK COMPANY TRADING HOUSE ROSEL
37777,JOINT STOCK COMPANY PLASMA
37778,JOINT STOCK COMPANY CENTRAL RESEARCH INSTITUTE CYCLONE
37779,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE KONTAKT
37780,JOINT STOCK COMPANY RUSSIAN RESEARCH INSTITUTE ELECTRONSTANDART
37781,JOINT STOCK COMPANY METEOR PLANT
37782,JOINT STOCK COMPANY UNITED ENGINE CORPORATION
37787,ESTATE MANAGMENT COMPANY LIMITED
37788,JOINT STOCK COMPANY RT-TEKHPRIEMKA
37790,RT-CAPITAL LIMITED LIABILITY COMPANY
37791,RT-PROJECT TECHNOLOGY OPEN JOINT STOCK COMPANY
37792,RT-BUSINESS DEVELOPMENT
37797,AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT PROMYSHLENNOGO TELEVIDENIYA RASTR
37798,AKTSIONERNOE OBSHCHESTVO NAUCHNO ISSLEDOVATELSKII INSTITUT SREDSTV VYCHISLITELNOI TEKHNIKI
37799,AKTSIONERNOE OBSHCHESTVO NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE SVYAZ
37800,AKTSIONERNOE OBSHCHESTVO RYAZANSKII ZAVOD METALLOKERAMICHESKIKH PRIBOROV
37801,AKTSIONERNOE OBSHCHESTVO SPETSIALNOE KONSTRUKTORSKOE BYURO VYCHISLITELNOI TEKHNIKI
37802,AKTSIONERNOE OBSHCHESTVO SPETSIALNOE PROEKTNO KONSTRUKTORSKOE BYURO SREDSTV UPRAVLENIYA
37803,SCIENTIFIC AND RESEARCH INSTITUTE FERRIT DOMEN
37804,JOINT STOCK COMPANY SCIENTIFIC AND RESEARCH INSTITUTE OF ELECTRONIC ENGINEERING MATERIALS
37805,AO NPP TSIKLON TEST
37806,AKTSIONERNOE OBSHCHESTVO ELEKTRON OPTRONIK
37809,NATIONAL PAYMENT CARD SYSTEM JOINT STOCK COMPANY
37810,THE FEDERATION COUNCIL OF THE FEDERAL ASSEMBLY OF THE RUSSIAN FEDERATION
37827,76TH GUARDS AIRBORNE ASSAULT CHERNIGOV RED BANNER ORDER OF SUVOROV DIVISION
37828,234TH GUARDS AIRBORNE ASSAULT REGIMENT
37829,64TH GUARDS DETACHED MOTOR RIFLE BRIGADE
37839,EMC SUD LIMITED
37847,PRIVATE COMPANY PROMCOMPLEKTLOGISTIC
37860,JOINT STOCK COMPANY STATE TRANSPORTATION LEASING COMPANY
37861,GTLK EUROPE DESIGNATED ACTIVITY COMPANY
37863,GTLK MIDDLE EAST FREE ZONE COMPANY
37864,GTLK ASIA LIMITED
37877,NAJEE TECHNOLOGY HOOSHMAND FATER LLC
37888,LLC VALTEX-ST
37901,TEO BOON CHING WILDLIFE TRAFFICKING TRANSNATIONAL CRIMINAL ORGANIZATION
37903,SUNRISE GREENLAND SDN. BHD.
37917,PETROGAT FZE
37919,EMERALD FZE
37923,PERSIAN GULF STAR OIL COMPANY
37924,TRUONG PHAT LOC SHIPPING TRADING JOINT STOCK COMPANY
37925,EAST OCEAN RASHIN SHIPPING CO
37926,EDGAR COMMERCIAL SOLUTIONS FZE
37927,LUSTRO INDUSTRY LIMITED
37928,"OLIGEI INTERNATIONAL TRADING CO., LIMITED"
37929,ZAGROS TARABARAN-E ARYA
37930,ALI ALMUTAWA PETROLEUM AND PETROCHEMICAL TRADING L.L.C.
37931,PETROKICK LLC
37936,EVERWIN SHIPMANAGEMENT PTE. LTD.
37957,AFKAR SYSTEM YAZD COMPANY
37998,PUBLICHNOE AKTSIONERNOE OBSCHESTVO MAGNITOGORSKIY METALLURGICHESKIY KOMBINAT
38016,INVESTITSIONNAYA KOMPANIYA MMK-FINANS
38036,SERVICE IMMOBILIERE ANTIBES SAS
38037,SERVICE IMMOBILIERE ET GESTION SAS
38038,VH ANTIBES SAS
38039,VILLA LEXA ESTATES SAS
47253,LIMITED LIABILITY COMPANY BSF CAPITAL
38054,BONUM CAPITAL INVESTORS CORP
38055,BONUM CAPITAL CYPRUS LTD
38057,LIMITED LIABILITY COMPANY BONUM INVESTMENTS
38058,LIMITED LIABILITY COMPANY BONUM MANAGEMENT
38059,LIMITED LIABILITY COMPANY RB-ESTEIT
38060,LIMITED LIABILITY COMPANY AVIAKOMPANIYA DALNEVOSTOCHNAYA KSM
38096,NOVASTREAM LIMITED
38097,JOINT STOCK COMPANY PROMISING INDUSTRIAL AND INFRASTRUCTURE TECHNOLOGIES
38136,FEDERAL STATE BUDGETARY SCIENTIFIC INSTITUTION RESEARCH AND PRODUCTION COMPLEX TECHNOLOGY CENTER
38137,LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS
38138,SCIENTIFIC AND PRODUCTION ASSOCIATION OF MEASURING EQUIPMENT JSC
38139,JOINT STOCK COMPANY DESIGN TECHNOLOGY CENTER ELEKTRONIKA
38140,JOINT STOCK COMPANY VOLOGODSKY OPTIKO MEKHANICHESKY FACTORY
38156,JOINT STOCK COMPANY RESEARCH INSTITUTE OF ELECTRONIC AND MECHANICAL DEVICES
38157,JSC SCIENTIFIC RESEARCH INSTITUTE SUBMICRON
38159,JOINT STOCK COMPANY PENZENSKY NAUCHNO ISSLEDOVATELSKY ELEKTROTEKHNICHESKY HIGHER EDUCATION INSTITUTION
38160,JSC ZELENOGRAD NANOTECHNOLOGY CENTER
38161,JSC SVETLANA POLUPROVODNIKI
38162,MITISHINSKIY SCIENTIFIC RESEARCH INSTITUTE OF RADIO MEASURING INSTRUMENTS
38163,JOINT STOCK COMPANY DESIGN CENTER SOYUZ
38164,ACADEMICIAN A.L. MINTS RADIOTECHNICAL INSTITUTE JOINT STOCK COMPANY
38165,JOINT STOCK COMPANY INSTITUTE OF ELECTRONIC CONTROL COMPUTERS NAMED AFTER I.S. BRUK
